Species3,Total.individuals,Female,Male,Unknown,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass,Inference,Traits.inferred,Reference.species
Hypsipetes crassirostris,4,2,2,0,29.7,16.9,6.4,8.7,26.6,134.5,104.7,109.0,79.5,NO,NA,NA
Hypsipetes leucocephalus,12,5,7,0,25.8,14.9,5.0,5.8,18.0,117.2,88.8,98.4,51.8,NO,NA,NA
Hypsipetes madagascariensis,4,2,2,0,23.9,15.5,5.4,6.3,18.4,108.6,83.1,85.0,46.0,NO,NA,NA
Hypsipetes mcclellandii,4,2,2,0,26.0,15.8,5.0,5.5,18.3,106.0,86.8,107.8,32.5,NO,NA,NA
Hypsipetes nicobariensis,4,2,2,0,22.7,13.2,5.1,6.2,19.8,97.0,79.2,93.4,52.4,NO,NA,NA
Hypsipetes olivaceus,4,0,0,4,29.2,18.1,6.7,7.8,26.1,131.1,103.9,110.5,75.0,NO,NA,NA
Hypsipetes parvirostris,4,2,2,0,24.1,13.5,4.4,5.8,18.7,106.5,85.9,92.2,59.4,NO,NA,NA
Hypsipetes thompsoni,4,2,2,0,20.8,11.0,4.4,4.6,17.9,90.2,73.2,88.2,41.8,NO,NA,NA
Hypsipetes virescens,4,2,2,0,19.7,12.7,4.2,4.9,16.1,91.2,73.9,92.2,52.4,NO,NA,NA
Ibidorhyncha struthersii,4,2,2,0,78.0,63.8,5.5,6.3,44.1,232.0,131.2,108.0,294.0,NO,NA,NA
Ibycter americanus,8,4,4,0,39.8,26.1,13.4,16.2,50.6,350.9,258.6,252.4,624.0,NO,NA,NA
Ichthyophaga humilis,4,1,3,0,51.7,27.1,14.1,18.5,62.1,350.8,234.4,183.5,782.0,NO,NA,NA
Ichthyophaga ichthyaetus,4,2,1,1,69.1,36.0,17.0,25.0,81.7,465.0,330.4,266.8,1590.0,NO,NA,NA
Icteria virens,7,3,3,1,16.1,10.6,4.6,6.3,26.0,76.3,60.5,73.4,24.9,NO,NA,NA
Icterus abeillei,4,2,2,0,18.5,12.3,4.9,6.0,22.5,101.6,75.7,78.8,33.0,NO,NA,NA
Icterus auratus,5,0,0,5,20.4,13.2,4.6,6.4,23.3,96.1,77.3,90.5,32.1,NO,NA,NA
Icterus auricapillus,4,1,1,2,21.0,13.0,4.3,5.7,21.2,90.2,70.9,88.0,32.2,NO,NA,NA
Icterus bonana,7,3,4,0,24.7,16.1,5.0,6.2,22.9,89.0,72.7,81.9,29.0,NO,NA,NA
Icterus bullockii,13,7,6,0,20.4,13.0,4.8,6.0,23.8,96.4,71.2,77.2,37.9,NO,NA,NA
Icterus cayanensis,18,7,10,1,20.0,12.8,4.2,5.7,21.8,92.8,77.2,91.8,35.4,NO,NA,NA
Icterus chrysater,4,2,2,0,23.6,15.9,6.1,8.3,26.3,94.0,75.7,95.0,53.4,NO,NA,NA
Icterus croconotus,4,2,2,0,25.6,15.5,5.2,7.1,25.0,95.5,79.4,93.4,40.0,NO,NA,NA
Icterus cucullatus,4,2,2,0,21.0,13.9,4.3,5.2,21.2,82.0,65.6,89.2,24.3,NO,NA,NA
Icterus dominicensis,11,6,5,0,24.1,15.3,5.0,6.3,22.3,92.6,73.0,84.3,35.7,NO,NA,NA
Icterus galbula,11,5,5,1,21.2,13.3,5.1,6.4,23.7,93.3,67.4,74.5,32.8,NO,NA,NA
Icterus graceannae,5,2,2,1,22.6,14.6,5.4,7.7,26.1,90.6,72.4,86.0,40.0,NO,NA,NA
Icterus graduacauda,4,2,2,0,21.7,13.9,5.1,7.4,25.8,87.0,70.9,89.2,42.2,NO,NA,NA
Icterus gularis,4,2,2,0,27.2,18.4,7.4,10.0,31.2,117.2,94.6,100.0,55.2,NO,NA,NA
Icterus icterus,5,1,3,1,33.0,23.5,6.5,8.5,31.5,115.1,100.5,96.0,60.9,NO,NA,NA
Icterus jamacaii,12,6,5,1,25.0,17.6,5.9,8.2,26.6,101.5,83.3,97.9,71.8,NO,NA,NA
Icterus laudabilis,4,1,0,3,25.4,17.1,5.9,7.7,24.9,105.5,82.1,105.6,36.9,NO,NA,NA
Icterus leucopteryx,5,2,2,1,23.8,15.7,5.1,7.5,22.5,102.4,79.2,85.0,36.9,NO,NA,NA
Icterus maculialatus,5,0,4,1,23.9,13.6,4.8,5.7,24.6,97.3,78.7,92.8,37.4,NO,NA,NA
Icterus mesomelas,5,2,2,1,26.4,16.3,5.8,8.1,29.4,94.9,82.0,103.5,39.9,NO,NA,NA
Icterus nigrogularis,4,2,2,0,27.1,14.6,5.6,7.4,24.4,88.8,70.8,82.0,40.2,NO,NA,NA
Icterus oberi,3,0,2,1,26.5,18.0,6.4,7.4,24.8,91.5,73.9,97.2,35.8,NO,NA,NA
Icterus parisorum,4,2,2,0,23.7,15.8,5.2,6.2,22.6,97.6,73.7,87.0,36.5,NO,NA,NA
Icterus pectoralis,4,1,3,0,23.6,14.5,5.3,7.5,27.6,102.2,84.2,99.0,46.5,NO,NA,NA
Icterus prosthemelas,4,2,2,0,20.6,12.8,4.4,5.8,22.4,82.2,65.2,93.0,28.0,NO,NA,NA
Icterus pustulatus,9,4,4,1,22.0,14.2,4.9,6.9,23.0,95.5,77.4,87.6,36.8,NO,NA,NA
Icterus spurius,7,2,5,0,16.9,10.9,4.1,5.1,20.3,75.6,55.7,68.7,19.4,NO,NA,NA
Icterus wagleri,5,2,2,1,24.5,15.2,4.5,5.8,24.1,101.4,77.5,105.0,41.8,NO,NA,NA
Ictinaetus malayensis,4,2,2,0,54.1,26.1,14.0,18.6,68.7,557.2,316.8,316.0,1028.0,NO,NA,NA
Ictinia mississippiensis,4,2,2,0,23.0,14.7,11.0,12.3,37.0,291.8,135.2,150.2,276.0,NO,NA,NA
Ictinia plumbea,4,2,1,1,23.3,15.1,10.7,12.9,32.7,282.8,164.9,131.8,249.9,NO,NA,NA
Idiopsar brachyurus,4,2,2,0,23.3,16.4,7.0,7.8,24.3,98.9,78.4,68.0,43.0,NO,NA,NA
Ifrita kowaldi,4,2,2,0,16.4,10.0,4.1,4.8,26.6,80.2,70.4,54.8,32.1,NO,NA,NA
Ilicura militaris,4,2,2,0,9.6,5.2,2.6,3.1,17.8,60.8,46.9,48.5,12.7,NO,NA,NA
Illadopsis albipectus,4,2,2,0,16.2,8.2,3.4,4.5,27.2,73.2,66.6,54.4,30.6,NO,NA,NA
Illadopsis cleaveri,5,2,2,1,16.1,8.7,3.2,4.4,25.6,70.1,64.6,57.5,30.8,NO,NA,NA
Illadopsis fulvescens,5,2,2,1,18.3,10.2,4.0,4.8,22.2,72.9,66.3,65.7,27.9,NO,NA,NA
Illadopsis puveli,4,2,2,0,17.6,9.4,3.7,5.3,30.6,83.0,77.8,70.5,48.4,NO,NA,NA
Illadopsis pyrrhoptera,4,2,2,0,15.3,8.6,3.3,4.0,23.0,70.8,63.4,55.5,24.8,NO,NA,NA
Illadopsis rufescens,4,2,2,0,16.6,9.0,3.4,4.9,27.8,78.6,72.4,70.2,37.0,NO,NA,NA
Illadopsis rufipennis,5,2,2,1,17.3,9.7,3.3,4.4,23.4,72.1,64.6,50.2,22.2,NO,NA,NA
Incana incana,4,2,2,0,13.3,8.0,2.5,2.6,18.8,49.5,44.6,47.0,10.4,NO,NA,NA
Incaspiza laeta,4,1,3,0,15.4,9.2,4.6,5.5,23.4,64.5,58.9,58.4,22.0,NO,NA,NA
Incaspiza ortizi,3,1,2,0,19.0,12.0,5.3,6.8,27.6,71.0,61.5,71.8,32.4,NO,NA,NA
Incaspiza personata,4,1,3,0,16.5,9.5,5.2,7.0,26.2,71.5,64.9,74.0,33.2,NO,NA,NA
Incaspiza pulchra,3,1,2,0,16.7,11.3,5.8,7.6,23.0,68.7,62.8,66.3,27.6,NO,NA,NA
Incaspiza watkinsi,4,3,1,0,14.6,9.4,5.2,5.6,23.2,62.0,56.0,46.8,20.4,NO,NA,NA
Indicator archipelagicus,4,2,2,0,13.8,7.4,4.0,5.5,13.1,88.8,69.9,58.2,32.4,NO,NA,NA
Indicator conirostris,4,2,2,0,10.6,6.2,5.1,5.4,15.2,88.0,70.3,55.0,31.8,NO,NA,NA
Indicator exilis,4,2,2,0,8.4,5.1,4.0,4.3,13.0,68.8,55.0,43.2,17.9,NO,NA,NA
Indicator indicator,4,2,2,0,14.4,8.3,4.8,5.4,15.5,109.2,81.8,67.5,50.4,NO,NA,NA
Indicator maculatus,4,2,2,0,13.3,7.6,4.6,5.8,15.5,98.0,78.8,62.5,46.8,NO,NA,NA
Indicator meliphilus,4,2,2,0,7.3,4.6,4.0,4.2,13.2,72.6,56.6,44.8,14.0,NO,NA,NA
Indicator minor,4,2,2,0,9.7,5.8,4.7,5.2,14.0,89.8,68.6,57.5,28.2,NO,NA,NA
Indicator pumilio,2,1,0,1,6.5,4.3,3.9,4.6,12.3,63.0,51.0,36.0,13.1,NO,NA,NA
Indicator variegatus,4,2,2,0,13.2,7.1,4.9,5.4,16.1,106.8,82.9,64.2,48.8,NO,NA,NA
Indicator willcocksi,4,2,2,0,8.0,5.1,3.9,4.9,13.3,70.6,56.1,43.0,15.4,NO,NA,NA
Indicator xanthonotus,4,2,2,0,9.8,5.1,3.6,4.6,13.5,88.2,63.3,53.5,30.4,NO,NA,NA
Inezia caudata,5,3,1,1,10.0,6.4,3.6,3.1,16.8,48.5,43.4,49.5,7.5,NO,NA,NA
Inezia inornata,10,2,5,3,9.9,6.1,3.0,2.4,15.3,47.5,39.5,44.6,12.0,NO,NA,NA
Inezia subflava,4,2,2,0,12.3,7.1,3.9,3.0,16.2,45.5,40.0,46.0,8.4,NO,NA,NA
Inezia tenuirostris,4,2,2,0,10.0,5.8,2.8,2.6,15.0,43.2,37.7,38.9,5.0,NO,NA,NA
Iodopleura fusca,4,2,2,0,11.0,7.4,5.8,4.4,15.5,75.8,54.6,37.5,15.3,NO,NA,NA
Iodopleura isabellae,5,2,2,1,10.1,6.5,5.4,4.3,14.0,73.9,56.3,37.2,20.0,NO,NA,NA
Iodopleura pipra,4,3,1,0,8.0,4.5,3.5,3.5,13.8,56.8,43.0,32.2,10.0,NO,NA,NA
Iole indica,6,2,4,0,20.2,12.3,4.8,5.0,18.6,90.7,76.7,87.7,30.6,NO,NA,NA
Iole olivacea,5,2,2,1,20.5,13.2,5.4,5.5,18.5,87.6,72.0,70.8,24.0,NO,NA,NA
Iole propinqua,4,2,2,0,19.2,11.5,5.1,5.1,18.2,84.5,70.9,82.5,25.9,NO,NA,NA
Iole virescens,4,2,2,0,20.0,13.2,4.7,5.1,17.8,86.4,74.3,83.6,25.0,NO,NA,NA
Irania gutturalis,4,1,3,0,17.9,10.7,3.2,4.0,25.5,94.5,70.6,72.5,21.6,NO,NA,NA
Irediparra gallinacea,4,2,2,0,29.3,14.6,3.5,5.3,60.0,135.5,91.6,43.0,98.8,NO,NA,NA
Irena cyanogastra,8,4,4,0,28.0,19.3,8.5,11.5,21.8,132.0,104.0,106.2,80.3,NO,NA,NA
Irena puella,8,4,4,0,25.7,17.1,8.1,9.4,18.0,124.4,95.5,90.1,64.9,NO,NA,NA
Iridophanes pulcherrimus,5,2,2,1,13.9,9.1,4.1,3.9,16.6,68.4,51.4,37.8,15.3,NO,NA,NA
Iridosornis analis,11,1,3,7,14.5,8.6,5.5,7.2,22.8,79.0,64.9,68.8,26.0,NO,NA,NA
Iridosornis jelskii,31,0,0,31,12.5,6.7,4.2,6.3,23.9,72.5,59.7,64.8,20.0,NO,NA,NA
Iridosornis porphyrocephalus,4,2,2,0,15.8,8.4,4.8,6.8,22.2,75.2,62.6,58.9,23.2,NO,NA,NA
Iridosornis reinhardti,4,2,2,0,14.7,7.8,4.5,7.0,23.7,82.9,67.8,72.4,24.0,NO,NA,NA
Iridosornis rufivertex,4,2,2,0,14.9,8.2,4.4,7.0,24.1,82.8,67.6,69.2,23.0,NO,NA,NA
Ithaginis cruentus,4,2,2,0,23.3,12.1,9.3,9.8,60.3,193.8,145.0,139.8,530.7,NO,NA,NA
Ixobrychus cinnamomeus,4,2,2,0,59.4,40.6,6.8,10.3,45.5,141.2,105.1,39.5,126.5,NO,NA,NA
Ixobrychus eurhythmus,4,2,2,0,58.4,38.3,6.5,10.3,45.5,142.0,94.6,39.0,139.0,NO,NA,NA
Ixobrychus exilis,4,2,2,0,48.0,34.7,5.4,7.7,38.4,105.7,75.0,41.2,86.3,NO,NA,NA
Ixobrychus flavicollis,4,2,2,0,86.4,66.2,9.3,12.8,64.1,193.0,134.2,61.5,321.0,NO,NA,NA
Ixobrychus involucris,4,2,2,0,52.5,36.3,5.7,7.4,40.6,113.2,75.4,41.0,80.1,NO,NA,NA
Ixobrychus minutus,8,3,3,2,53.8,36.7,5.9,8.4,45.9,136.0,87.9,44.4,99.5,NO,NA,NA
Ixobrychus sinensis,4,2,2,0,63.1,43.7,6.0,8.2,42.0,128.0,88.4,39.8,94.3,NO,NA,NA
Ixobrychus sturmii,4,2,2,0,46.5,32.0,7.1,9.2,46.4,156.0,104.9,50.0,140.0,NO,NA,NA
Ixonotus guttatus,5,2,2,1,16.0,9.1,3.9,4.2,17.5,87.8,69.9,73.5,35.2,NO,NA,NA
Ixos amaurotis,4,2,2,0,29.1,16.2,5.3,6.4,22.1,126.4,99.4,118.2,70.9,NO,NA,NA
Ixos everetti,4,2,2,0,27.1,17.0,5.6,7.1,19.9,109.2,93.2,96.8,58.3,NO,NA,NA
Ixos malaccensis,5,2,2,1,26.0,17.2,5.2,6.5,16.9,104.0,83.9,84.2,37.3,NO,NA,NA
Ixos palawanensis,4,2,2,0,19.2,11.4,4.6,5.2,17.6,83.9,70.6,74.8,26.8,NO,NA,NA
Ixos philippinus,4,2,2,0,22.2,13.4,4.9,5.4,19.0,94.1,81.8,87.9,38.6,NO,NA,NA
Ixos rufigularis,4,2,2,0,27.3,17.1,5.3,6.6,21.7,114.4,98.6,99.0,58.7,NO,NA,NA
Ixos siquijorensis,2,2,0,0,28.8,17.6,5.9,7.7,23.1,119.5,96.7,115.8,50.9,NO,NA,NA
Jabiru mycteria,4,0,3,1,309.5,251.8,39.6,68.0,301.0,640.8,380.0,239.0,5996.3,NO,NA,NA
Jabouilleia danjoui,4,3,1,0,37.2,26.7,3.8,4.9,29.6,79.0,74.5,65.2,35.5,NO,NA,NA
Jacamaralcyon tridactyla,4,1,1,2,46.1,36.1,4.6,5.8,10.0,72.0,53.9,68.2,18.3,NO,NA,NA
Jacamerops aureus,4,1,3,0,55.1,41.9,12.4,12.6,13.7,113.8,83.9,126.0,62.9,NO,NA,NA
Jacana jacana,11,5,5,1,33.3,18.3,4.1,6.4,54.2,129.9,104.1,42.1,106.2,NO,NA,NA
Jacana spinosa,9,4,5,0,31.9,18.7,4.1,6.1,56.0,128.0,99.7,45.0,94.0,NO,NA,NA
Jubula lettii,4,2,2,0,27.8,14.8,8.9,13.0,35.7,265.0,195.1,158.1,183.0,NO,NA,NA
Junco hyemalis,5,2,2,1,12.0,7.8,4.5,5.1,20.9,75.2,58.2,63.0,19.5,NO,NA,NA
Junco insularis,4,2,2,0,13.8,9.4,4.9,6.0,20.3,66.8,53.5,62.0,22.0,NO,NA,NA
Junco phaeonotus,4,2,2,0,12.9,8.2,4.6,5.8,21.5,77.9,61.3,67.0,20.4,NO,NA,NA
Junco vulcani,4,2,2,0,14.8,9.6,5.6,6.6,27.1,77.9,67.0,72.8,28.0,NO,NA,NA
Jynx ruficollis,4,2,2,0,18.0,11.1,4.3,5.1,22.6,90.5,73.0,63.5,46.4,NO,NA,NA
Jynx torquilla,4,2,2,0,15.1,9.1,3.7,3.9,19.5,87.0,64.8,64.0,35.0,NO,NA,NA
Kakamega poliothorax,4,2,2,0,18.5,9.5,3.5,4.8,30.8,83.5,74.9,75.2,36.4,NO,NA,NA
Kaupifalco monogrammicus,4,2,2,0,30.3,15.8,10.3,13.0,54.0,217.2,146.8,142.0,278.9,NO,NA,NA
Kenopia striata,8,1,1,6,15.9,9.4,3.4,4.2,21.9,67.6,62.0,50.0,19.9,NO,NA,NA
Ketupa blakistoni,1,0,1,0,52.3,31.9,19.7,27.8,83.0,508.0,373.0,261.0,937.5,NO,NA,NA
Ketupa flavipes,4,2,2,0,49.2,26.3,16.6,22.7,79.1,428.5,318.2,206.0,2315.0,NO,NA,NA
Ketupa ketupu,4,2,2,0,52.2,24.7,14.1,21.4,64.1,335.2,263.0,146.2,1293.0,NO,NA,NA
Ketupa zeylonensis,4,2,2,0,48.2,27.8,17.4,23.9,73.3,383.8,273.0,189.0,1105.0,NO,NA,NA
Klais guimeti,4,0,3,1,13.7,10.6,1.3,1.4,6.8,50.2,17.5,28.0,2.6,NO,NA,NA
Knipolegus aterrimus,4,2,1,1,18.3,10.1,4.7,4.3,22.8,75.8,58.2,72.0,20.2,NO,NA,NA
Knipolegus cyanirostris,4,2,2,0,15.9,9.9,5.1,4.0,19.3,74.2,61.4,64.0,15.4,NO,NA,NA
Knipolegus franciscanus,4,0,4,0,12.9,9.2,5.2,4.6,20.9,85.7,70.2,73.3,20.5,NO,NA,NA
Knipolegus hudsoni,4,1,3,0,16.9,9.1,4.8,4.0,20.7,70.2,56.6,68.5,13.8,NO,NA,NA
Knipolegus lophotes,4,1,3,0,21.7,13.3,5.8,5.3,22.5,115.0,85.2,90.5,31.8,NO,NA,NA
Knipolegus nigerrimus,4,2,2,0,18.1,11.0,5.6,5.1,23.9,95.2,75.4,73.8,20.3,NO,NA,NA
Knipolegus orenocensis,4,1,3,0,16.8,9.9,5.3,4.1,20.1,71.8,59.2,67.2,19.0,NO,NA,NA
Knipolegus poecilocercus,4,3,1,0,14.3,8.6,5.0,3.9,17.5,66.2,55.4,57.2,14.3,NO,NA,NA
Knipolegus poecilurus,4,0,2,2,14.7,9.3,4.9,3.7,18.3,76.2,58.4,61.5,14.6,NO,NA,NA
Knipolegus signatus,4,3,1,0,17.4,9.8,5.9,4.3,20.0,78.2,62.4,66.1,17.8,NO,NA,NA
Knipolegus striaticeps,4,2,2,0,14.5,7.9,3.9,3.3,19.4,56.9,46.1,57.0,11.0,NO,NA,NA
Kupeornis chapini,2,1,1,0,17.2,9.2,4.0,5.0,28.3,97.0,87.6,74.0,50.0,NO,NA,NA
Kupeornis gilberti,4,2,2,0,19.9,10.3,4.4,5.4,31.4,105.2,96.1,75.2,53.0,NO,NA,NA
Kupeornis rufocinctus,2,0,2,0,17.8,9.8,4.2,5.4,28.7,100.8,92.2,79.0,47.0,NO,NA,NA
Lacedo pulchella,32,4,4,24,42.2,31.0,13.1,11.8,12.2,81.9,63.7,67.0,47.3,NO,NA,NA
Lafresnaya lafresnayi,5,1,3,1,30.3,24.9,2.6,1.7,5.7,61.8,22.6,41.4,5.3,NO,NA,NA
Lagonosticta landanae,4,2,2,0,10.2,7.2,4.3,5.8,13.5,47.8,42.1,40.8,10.1,NO,NA,NA
Lagonosticta larvata,8,4,4,0,10.5,8.1,4.6,5.8,12.7,50.9,43.3,42.8,9.9,NO,NA,NA
Lagonosticta nitidula,4,2,2,0,10.3,7.3,4.6,5.9,14.2,52.0,46.5,41.0,10.7,NO,NA,NA
Lagonosticta rara,4,2,2,0,10.0,7.2,4.4,5.3,13.9,49.5,45.2,40.8,10.4,NO,NA,NA
Lagonosticta rhodopareia,4,2,2,0,9.7,7.3,4.3,5.2,13.3,50.0,45.1,41.8,9.3,NO,NA,NA
Lagonosticta rubricata,5,2,2,1,10.8,7.7,4.6,5.2,14.4,49.0,42.9,44.0,10.2,NO,NA,NA
Lagonosticta rufopicta,4,2,2,0,10.0,7.2,4.2,5.4,12.8,49.5,43.2,39.8,9.3,NO,NA,NA
Lagonosticta sanguinodorsalis,0,0,0,0,12.7,8.8,4.6,5.1,13.4,50.2,46.1,40.0,11.4,YES,ALL,Lagonosticta umbrinodorsalis
Lagonosticta senegala,5,2,2,1,9.5,6.4,4.0,5.2,12.4,50.0,41.1,38.0,9.2,NO,NA,NA
Lagonosticta umbrinodorsalis,4,1,3,0,12.7,8.8,4.6,5.1,13.4,50.2,46.1,40.0,10.6,NO,NA,NA
Lagonosticta virata,4,2,2,0,11.1,8.3,4.1,5.2,14.8,49.0,45.1,41.0,9.3,NO,NA,NA
Lagopus lagopus,4,3,1,0,22.9,11.5,9.1,10.5,33.1,194.0,118.3,99.0,566.9,NO,NA,NA
Lagopus leucura,4,0,3,1,16.2,7.3,6.7,6.2,31.4,177.5,105.8,83.2,355.0,NO,NA,NA
Lagopus muta,4,1,3,0,18.6,9.8,6.7,7.3,30.1,186.0,100.2,83.0,535.3,NO,NA,NA
Lalage atrovirens,5,2,2,1,17.0,9.6,4.3,5.1,18.8,98.2,73.0,79.0,33.0,NO,NA,NA
Lalage aurea,4,2,2,0,16.2,9.7,4.5,4.6,18.2,92.4,69.5,77.8,32.0,NO,NA,NA
Lalage leucomela,5,2,3,0,17.5,10.1,4.2,5.1,20.3,96.4,73.1,82.8,29.2,NO,NA,NA
Lalage leucopyga,4,2,2,0,17.2,10.0,4.9,4.5,23.0,84.2,62.7,82.0,24.3,NO,NA,NA
Lalage leucopygialis,4,1,3,0,17.0,10.4,4.6,5.0,18.1,89.8,64.6,73.0,29.5,NO,NA,NA
Lalage maculosa,4,2,2,0,18.4,10.4,4.8,4.8,22.7,91.1,65.9,70.2,30.3,NO,NA,NA
Lalage melanoleuca,4,2,2,0,23.2,13.9,5.5,6.0,23.0,105.8,79.0,81.0,46.8,NO,NA,NA
Lalage moesta,3,2,1,0,17.5,9.3,4.9,4.8,24.6,95.7,71.7,78.0,29.5,NO,NA,NA
Lalage nigra,4,2,2,0,16.5,10.4,5.0,4.9,19.2,84.5,63.9,70.4,28.4,NO,NA,NA
Lalage sharpei,2,0,1,1,17.9,10.8,4.4,4.0,21.2,79.8,60.4,57.0,28.6,NO,NA,NA
Lalage sueurii,4,2,2,0,17.7,10.3,4.1,4.2,20.1,87.5,65.1,74.0,26.0,NO,NA,NA
Lalage tricolor,4,2,2,0,17.8,10.5,4.1,4.2,20.3,96.2,67.9,72.8,25.0,NO,NA,NA
Lampornis amethystinus,4,1,1,2,24.4,19.0,2.6,1.9,4.0,64.5,23.0,41.1,5.2,NO,NA,NA
Lampornis calolaemus,4,2,2,0,23.6,19.0,2.0,2.6,5.4,61.5,21.8,36.0,5.1,NO,NA,NA
Lampornis castaneoventris,8,4,4,0,23.6,18.2,2.2,2.2,5.6,61.6,21.8,34.6,5.1,NO,NA,NA
Lampornis clemenciae,4,2,2,0,28.5,22.5,2.5,2.3,4.7,72.6,24.7,48.2,7.6,NO,NA,NA
Lampornis hemileucus,4,2,2,0,23.2,18.2,2.3,2.8,6.0,61.8,21.6,35.8,5.5,NO,NA,NA
Lampornis sybillae,4,2,2,0,23.5,18.2,2.4,2.2,6.0,64.2,23.6,40.5,6.0,NO,NA,NA
Lampornis viridipallens,4,2,2,0,23.0,17.5,2.0,2.1,6.0,63.0,22.7,39.5,5.3,NO,NA,NA
Lamprolaima rhami,4,0,2,2,21.1,15.5,2.3,2.2,3.4,77.8,30.3,47.5,7.8,NO,NA,NA
Lamprolia victoriae,4,2,2,0,16.0,9.6,3.5,3.6,20.3,82.2,69.7,48.0,14.7,NO,NA,NA
Lampropsar tanagrinus,5,2,2,1,21.8,14.2,5.2,6.8,26.6,104.1,89.7,94.2,117.2,NO,NA,NA
Lamprospiza melanoleuca,5,2,2,1,19.2,11.7,6.7,8.4,21.8,92.0,71.3,63.7,34.0,NO,NA,NA
Lamprotornis acuticaudus,4,2,2,0,24.0,13.3,4.5,5.8,29.5,124.1,89.0,103.4,67.6,NO,NA,NA
Lamprotornis australis,5,2,2,1,25.3,13.6,5.2,6.7,45.7,174.2,132.3,152.9,101.0,NO,NA,NA
Lamprotornis caudatus,5,0,3,2,26.6,14.7,5.2,6.5,42.3,180.8,135.3,288.0,121.0,NO,NA,NA
Lamprotornis chalcurus,5,2,2,1,25.5,13.8,4.9,6.1,32.4,136.9,98.6,82.0,63.0,NO,NA,NA
Lamprotornis chalybaeus,4,2,2,0,24.6,14.2,4.9,6.1,33.3,140.2,101.2,92.5,86.2,NO,NA,NA
Lamprotornis chloropterus,4,2,2,0,23.6,12.5,4.9,5.8,27.8,118.2,83.1,75.0,73.1,NO,NA,NA
Lamprotornis corruscus,4,2,2,0,21.0,10.8,5.0,6.1,24.5,106.9,83.0,80.0,56.1,NO,NA,NA
Lamprotornis cupreocauda,5,2,2,1,19.1,10.5,4.4,5.3,22.8,118.4,84.0,74.0,58.0,NO,NA,NA
Lamprotornis elisabeth,4,2,2,0,21.1,11.3,4.5,5.5,25.0,112.9,81.1,69.4,73.1,NO,NA,NA
Lamprotornis hildebrandti,4,2,2,0,20.0,11.3,4.3,5.6,31.0,112.0,85.6,70.8,55.9,NO,NA,NA
Lamprotornis mevesii,4,1,3,0,21.2,12.7,4.9,5.7,38.0,143.5,110.7,192.0,64.2,NO,NA,NA
Lamprotornis nitens,4,2,2,0,22.5,12.7,5.2,6.6,31.8,119.2,94.6,81.8,85.6,NO,NA,NA
Lamprotornis ornatus,4,2,2,0,28.5,15.9,6.6,8.2,32.6,149.8,111.7,106.0,130.0,NO,NA,NA
Lamprotornis pulcher,4,2,1,1,20.6,12.8,5.1,7.0,31.0,110.2,81.0,62.0,67.3,NO,NA,NA
Lamprotornis purpureiceps,5,2,2,1,21.1,11.0,4.8,5.5,22.9,115.1,84.3,68.8,62.8,NO,NA,NA
Lamprotornis purpureus,4,2,2,0,30.3,15.7,5.6,7.6,33.7,148.9,107.7,74.0,112.9,NO,NA,NA
Lamprotornis purpuroptera,5,2,2,1,24.1,13.8,5.1,5.8,36.3,144.7,111.8,142.4,77.4,NO,NA,NA
Lamprotornis shelleyi,4,2,2,0,19.2,11.3,4.2,5.3,29.3,111.5,81.1,74.5,45.0,NO,NA,NA
Lamprotornis splendidus,4,1,3,0,26.8,14.6,6.2,7.2,32.3,148.8,109.7,115.2,123.1,NO,NA,NA
Lamprotornis superbus,4,1,2,1,19.0,11.8,4.7,5.0,30.5,114.0,80.9,64.8,64.9,NO,NA,NA
Laniarius aethiopicus,14,5,8,1,23.1,13.2,5.1,8.0,31.4,91.7,85.6,86.9,49.4,NO,NA,NA
Laniarius amboimensis,4,2,2,0,20.4,12.1,4.3,7.4,28.6,75.2,70.6,78.0,45.9,NO,NA,NA
Laniarius atrococcineus,5,2,2,1,23.3,13.0,4.9,8.0,31.8,98.8,88.0,105.4,48.8,NO,NA,NA
Laniarius atroflavus,4,2,2,0,21.6,11.7,5.0,7.2,29.6,84.0,76.9,72.2,43.0,NO,NA,NA
Laniarius barbarus,5,2,2,1,25.2,13.8,4.7,7.3,33.0,108.4,99.4,98.4,47.1,NO,NA,NA
Laniarius bicolor,5,0,0,5,26.8,15.6,5.6,8.2,33.4,100.4,90.5,88.4,54.3,NO,NA,NA
Laniarius brauni,3,2,1,0,23.8,13.3,5.5,8.3,31.7,94.0,86.8,86.0,54.3,NO,NA,NA
Laniarius erythrogaster,5,2,2,1,23.2,12.7,4.7,7.0,30.2,95.6,83.7,85.6,48.8,NO,NA,NA
Laniarius ferrugineus,5,2,2,1,24.8,14.4,5.2,8.8,35.6,97.8,89.6,94.0,46.8,NO,NA,NA
Laniarius fuelleborni,5,2,2,1,23.1,12.8,5.2,8.0,31.5,89.6,86.0,79.6,46.4,NO,NA,NA
Laniarius funebris,4,2,2,0,23.5,12.8,4.4,6.7,32.7,86.8,79.7,84.5,40.4,NO,NA,NA
Laniarius leucorhynchus,4,2,2,0,26.4,15.5,6.3,9.0,29.7,90.5,84.7,80.0,50.1,NO,NA,NA
Laniarius luehderi,5,2,2,1,25.1,13.3,5.9,8.0,30.0,87.0,80.7,87.0,42.9,NO,NA,NA
